date,employee_id,role,hourly_cost,ai_license_cost_allocated,training_cost_allocated,period,year_month
2024-09-02,E006,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-02,E007,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E008,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E009,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E010,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E011,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E012,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E013,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-02,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E017,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-02,E018,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E019,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E021,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E022,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E025,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E026,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E027,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E029,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E030,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E031,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E032,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E034,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E036,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E037,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-02,E038,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E039,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-02,E040,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E001,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E002,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E003,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E004,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E005,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E006,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E007,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E008,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E009,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E010,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E011,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E012,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E013,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E017,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E018,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E019,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E020,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E021,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E022,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E025,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E026,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E027,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E029,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E030,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E031,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E032,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-03,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E034,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E036,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E037,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E038,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E039,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-03,E040,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E001,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E002,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E003,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E004,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E005,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E006,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E007,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E008,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E009,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E010,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E011,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E012,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E013,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E017,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E018,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E019,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E021,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E022,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E025,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E026,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E027,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E029,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E030,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E031,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E032,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E034,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E035,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E036,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E037,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E038,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-04,E039,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-04,E040,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E001,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E002,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E003,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E004,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E005,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E006,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E007,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E008,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E009,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E010,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E011,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E012,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E013,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E014,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E017,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E018,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E019,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E021,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E022,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E025,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E026,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E027,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E029,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E030,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E031,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E032,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E034,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E036,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E037,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E038,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-05,E039,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-05,E040,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E001,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E002,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E003,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E004,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E005,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E006,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E007,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E008,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E009,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E010,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E011,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E012,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E013,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E015,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E017,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E018,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E019,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E021,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E022,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E025,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E026,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E027,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E029,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E030,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E031,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E032,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E034,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E036,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E037,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E038,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-06,E039,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-06,E040,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E001,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E002,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E003,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E004,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E005,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E006,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E007,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E008,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E009,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E010,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E011,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E012,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E013,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E016,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E017,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E018,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E019,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E021,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E022,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E025,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E026,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E027,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E029,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E030,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E031,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E032,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E034,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E036,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E037,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E038,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-07,E039,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-07,E040,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E001,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E002,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E003,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E004,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E005,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E006,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E007,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E008,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E009,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-08,E010,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E011,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E012,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-08,E013,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E017,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E018,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E019,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E021,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-08,E022,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E024,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-08,E025,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E026,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E027,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E028,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-08,E029,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E030,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-08,E031,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E032,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E034,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-08,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E036,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E037,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E038,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E039,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-08,E040,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E001,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E002,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E003,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E004,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E005,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E006,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E007,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E008,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E009,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E010,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E011,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E012,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E013,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E017,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E018,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E019,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E021,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E022,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E025,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E026,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E027,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E029,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E030,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E031,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E032,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E034,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E036,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E037,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E038,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-09,E039,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-09,E040,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E001,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E002,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E003,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E004,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E005,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E006,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E007,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E008,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E009,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E010,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E011,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E012,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E013,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E014,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E015,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E016,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E017,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E018,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E019,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E020,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E021,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E022,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E023,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E024,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E025,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E026,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E027,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E028,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E029,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E030,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E031,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E032,Tester,42,1.8,0.6,pre_ai,2024-09
2024-09-10,E033,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E034,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E035,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E036,Developer,58,1.8,0.6,pre_ai,2024-09
2024-09-10,E037,Developer,58,1.8,0.6,pre_ai,2024-09
